Customer ID,Gender,Age,Hours at Gym (per week),Fitness Goal,Gym Membership Length (years),Calorie Intake,Dietary Preferences,Average Spend per Meal Order,Preferred Sports Drink Type,Average Weekly Consumption (Bottles),Average Spend on Apparel ($/year),Type of Apparel Purchased,Primary Apparel Purchase Channel
665894,Male,18,8.5,Fat loss,4,1803,Low carb,34.1,Protein shakes,17,652.89,Performance,Physical Retailer
589492,Male,20,4.6,Flexibility,1,1500,Whole foods,37.64,Electrolyte,8,782.95,Accessories,E-commerce Retailer
356840,Male,23,7.2,Build muscle,5,2559,Whole foods,76.52,Fresh juice,15,1039.87,Performance,E-commerce Retailer
573254,Female,29,,Endurance training,1,2249,Whole foods,60.61,Electrolyte,13,347.43,Performance,Physical Retailer
449457,Female,25,4.3,Endurance training,1,2139,Whole foods,57.38,Fresh juice,12,354.09,Performance,E-commerce Retailer
765987,Female,22,8.4,Build muscle,4,2648,High protein,,Electrolyte,10,621.45,Yoga,Physical Retailer
370936,Male,27,5.3,Endurance training,3,2394,Whole foods,58.94,Electrolyte,7,712.53,,Physical Retailer
339931,Female,29,6.2,Build muscle,4,2543,High protein,38.75,Electrolyte,13,531.78,Performance,Physical Retailer
339629,Male,26,7.7,Build muscle,4,2870,High protein,54.43,Electrolyte,12,830.11,Outerwear,Physical Retailer
305041,Male,18,5.1,General health,2,2497,High protein,46.62,Fresh juice,13,484.61,Performance,Brand Website
798361,Male,23,8.7,Build muscle,5,2607,Vegan,48.42,Protein shakes,9,698.97,Accessories,E-commerce Retailer
831912,Female,30,,Flexibility,1,1543,Vegan,28.54,Fresh juice,10,401.88,Yoga,E-commerce Retailer
517113,Male,29,4.5,Build muscle,1,2577,High protein,40.08,Protein shakes,6,718.06,Yoga,E-commerce Retailer
168148,Female,22,7.7,Fat loss,1,1725,Whole foods,44.78,Protein shakes,15,751.8,Accessories,Physical Retailer
877089,Female,21,7.1,Fat loss,2,1661,Low carb,37.18,Protein shakes,12,689.62,Performance,Physical Retailer
748531,Male,33,6.3,Build muscle,4,2780,High protein,,,6,788.47,Accessories,Physical Retailer
351995,Male,32,,Build muscle,2,2752,High protein,56.81,,8,997.02,Performance,Brand Website
778843,Male,29,5.9,Endurance training,4,2131,Whole foods,47.85,Protein shakes,9,695.53,Footwear,Physical Retailer
672843,Male,27,5.8,General health,3,2247,High protein,35.43,Electrolyte,9,1079.63,Performance,Brand Website
356508,Male,21,4.8,General health,1,2273,Whole foods,46.2,Fresh juice,10,699.3,Yoga,Brand Website
903591,Male,41,7.2,Fat loss,5,1643,Low carb,26.52,Energy drinks,14,813.38,Footwear,E-commerce Retailer
996942,Female,20,6.2,General health,1,1908,,43.45,Fresh juice,10,602.86,Performance,Brand Website
206530,Male,32,6.3,Endurance training,4,2193,Whole foods,53.58,Electrolyte,16,818.51,Leisure,E-commerce Retailer
704365,Female,30,6.8,General health,5,1834,Whole foods,41.63,Electrolyte,14,922.6,Accessories,Physical Retailer
922352,Female,29,5.7,Fat loss,1,1966,High protein,41.64,Electrolyte,10,745.85,Accessories,E-commerce Retailer
560337,Female,33,3.8,Endurance training,1,2389,Low carb,41.3,Electrolyte,7,583.37,Performance,Brand Website
824839,Female,22,6,General health,1,2074,Low carb,39.07,Electrolyte,8,875.47,Leisure,Physical Retailer
905889,Female,23,7,Build muscle,3,2686,High protein,59.65,Protein shakes,18,161.6,Accessories,Physical Retailer
559773,Male,27,6.4,General health,4,2042,Low carb,32.91,Fresh juice,10,727.4,Footwear,E-commerce Retailer
308261,Male,21,8.2,Fat loss,3,1763,Low carb,37.74,Protein shakes,19,904.88,Performance,Physical Retailer
864469,Female,34,7.2,Build muscle,5,2961,Low carb,54.55,,10,602.82,Yoga,Physical Retailer
441097,Female,29,7.6,Build muscle,5,2509,Vegan,53.34,Fresh juice,11,721.1,Outerwear,E-commerce Retailer
415139,Male,29,7.8,Build muscle,4,2950,High protein,63.77,Electrolyte,9,780.92,Outerwear,Physical Retailer
271829,Male,25,5.8,Fat loss,1,1665,Vegan,41.5,Fresh juice,8,870.92,Performance,Brand Website
371836,Male,20,,General health,1,2340,Vegan,45.3,Fresh juice,9,391.63,Yoga,Physical Retailer
538974,Female,32,6.1,Build muscle,3,2770,High protein,53.83,Protein shakes,8,714.1,Performance,Physical Retailer
302283,Male,23,5.2,General health,0,1886,,48,Fresh juice,12,627.54,Accessories,Physical Retailer
296769,Male,33,6,General health,3,2334,High protein,45.45,,11,848.65,Yoga,Physical Retailer
661353,Male,25,6.6,Build muscle,4,2709,,56.97,Electrolyte,9,644.55,Performance,Brand Website
323165,Male,26,4.9,General health,1,1845,Whole foods,46.84,,6,671.68,Outerwear,Physical Retailer
723587,Female,26,4.9,Flexibility,1,1966,Whole foods,57.32,Energy drinks,12,654.78,Accessories,E-commerce Retailer
635822,Male,29,5.1,General health,4,2339,Whole foods,49.06,Electrolyte,11,642.15,Performance,Physical Retailer
587879,Female,19,6.2,General health,1,1825,High protein,37.2,Fresh juice,8,493.72,Accessories,Physical Retailer
664685,Male,27,4.4,Flexibility,1,1765,Whole foods,,Protein shakes,7,620.99,Yoga,Brand Website
882038,Female,32,4,Endurance training,1,2174,Whole foods,55.14,Fresh juice,11,810.06,Performance,Physical Retailer
453531,Male,26,4.7,Build muscle,1,2503,Vegan,44.48,Protein shakes,9,952.69,Performance,Brand Website
363160,Male,33,,General health,1,2110,Whole foods,53.45,Protein shakes,10,605.59,Performance,Physical Retailer
679879,Female,26,4.3,Endurance training,1,2321,Whole foods,52.51,,12,599.68,Performance,Physical Retailer
320884,Other,27,6.1,Fat loss,1,1566,High protein,29.4,Electrolyte,9,957.37,Footwear,E-commerce Retailer
123247,Female,32,5.5,Build muscle,1,2634,Low carb,40.63,Protein shakes,9,649.78,Performance,Brand Website
124300,Female,23,7.5,General health,4,1854,Whole foods,45.39,Fresh juice,12,521.77,Footwear,Physical Retailer
567281,Female,40,3.7,Build muscle,1,2963,Low carb,57.27,Electrolyte,10,514.19,Yoga,Physical Retailer
707086,Male,35,5.5,Flexibility,4,2042,Whole foods,50.22,Fresh juice,7,967.69,Leisure,Physical Retailer
633556,Other,20,7.2,Build muscle,3,2573,Whole foods,66.79,Protein shakes,10,578.59,Leisure,E-commerce Retailer
448951,Male,20,,Build muscle,1,2518,Whole foods,70.26,Protein shakes,9,777.48,Performance,Physical Retailer
374329,Female,36,6.9,Fat loss,1,1655,Whole foods,44.08,Protein shakes,7,496.8,Footwear,Brand Website
819064,Female,29,6.6,Build muscle,4,2836,Whole foods,66.3,,10,683.37,Accessories,Physical Retailer
842139,Female,18,5.7,Endurance training,1,2155,Whole foods,,,9,731.73,Performance,Physical Retailer
532315,Male,28,4.6,Flexibility,1,1646,,30.59,Protein shakes,5,671.81,Leisure,Brand Website
616588,Male,25,,General health,1,2284,Low carb,38.76,Fresh juice,7,731.45,Outerwear,Physical Retailer
336584,Female,25,6.6,Build muscle,4,2586,High protein,44.23,,12,715.11,Performance,Physical Retailer
662332,Male,30,5.9,Build muscle,1,2519,Whole foods,66.03,,5,811.56,Accessories,Physical Retailer
937646,Other,30,5.3,General health,4,2068,Whole foods,48.84,Fresh juice,13,894.74,Leisure,Brand Website
476896,Female,34,7,Flexibility,5,1832,Whole foods,47.73,Fresh juice,11,662.56,Leisure,Physical Retailer
148984,Male,28,8.8,Fat loss,4,1542,High protein,29.62,Fresh juice,11,706.6,Footwear,Physical Retailer
402918,Female,31,6.8,Fat loss,4,1894,High protein,41.71,Electrolyte,5,879.57,Footwear,Physical Retailer
364712,Male,21,7.1,Build muscle,3,,Whole foods,67.82,,12,981.81,Performance,E-commerce Retailer
220151,Female,24,7.9,General health,4,2200,High protein,45.21,Electrolyte,12,491.71,Performance,Brand Website
555808,Female,23,5.9,Endurance training,3,2437,Vegan,56.63,Fresh juice,7,579.6,Performance,E-commerce Retailer
233767,Male,31,4.7,Build muscle,1,2805,High protein,58.2,Protein shakes,7,842.47,Performance,Physical Retailer
748663,Male,30,6.2,Build muscle,3,2527,High protein,50.34,Protein shakes,10,784.69,Outerwear,E-commerce Retailer
803550,Female,41,3.4,General health,1,2266,Whole foods,44.86,Electrolyte,10,787.79,Leisure,Physical Retailer
236330,Male,21,5.9,Build muscle,2,2759,High protein,69.35,Protein shakes,10,875.16,Outerwear,Physical Retailer
580754,Female,26,5.1,Build muscle,1,2521,Low carb,54.41,Protein shakes,9,349.2,Leisure,E-commerce Retailer
401648,Male,31,8.3,Fat loss,5,1969,High protein,45.7,Protein shakes,13,817.5,Footwear,E-commerce Retailer
788519,Male,19,7.4,Build muscle,2,2874,Whole foods,66.82,Protein shakes,9,645.33,Performance,Physical Retailer
113986,Male,19,,Build muscle,1,2600,High protein,,Protein shakes,11,723.03,Accessories,Brand Website
686146,Male,34,5.5,General health,4,2350,Whole foods,54.56,Electrolyte,8,1065.49,Footwear,Physical Retailer
229312,Male,21,5.3,General health,2,2152,Whole foods,58.98,Protein shakes,7,936.49,Footwear,E-commerce Retailer
112666,Female,32,,General health,1,2099,Low carb,39.23,Electrolyte,10,726.24,Performance,Physical Retailer
400804,Male,34,5.3,General health,1,2481,Whole foods,56.14,Protein shakes,8,853.46,Performance,Physical Retailer
234633,Male,22,10.3,Fat loss,5,1795,Low carb,,Electrolyte,15,700.83,Performance,E-commerce Retailer
388998,Male,29,3.7,General health,1,2152,Whole foods,56.99,Electrolyte,9,769.91,Footwear,E-commerce Retailer
950937,Male,29,6.1,Build muscle,1,2895,High protein,64.99,Electrolyte,9,788.31,Performance,Physical Retailer
728776,Male,25,4,Endurance training,2,2129,Whole foods,58.74,Fresh juice,7,882.44,Performance,Physical Retailer
807611,Female,27,3.9,Flexibility,0,,Whole foods,44.14,Fresh juice,6,394.67,Yoga,E-commerce Retailer
384806,Female,31,3.9,Build muscle,0,2573,High protein,48.17,Protein shakes,8,508.37,Performance,Physical Retailer
894824,Male,26,4.9,Build muscle,1,2841,High protein,38.85,Protein shakes,8,587.09,,E-commerce Retailer
130535,Female,20,8.6,Fat loss,3,1964,Whole foods,52.56,Protein shakes,17,522.3,Footwear,Physical Retailer
475713,Female,29,5.5,Build muscle,1,2589,Vegan,,Fresh juice,12,556.8,Accessories,Physical Retailer
938688,Male,22,8.6,Build muscle,4,2566,Whole foods,65.31,Electrolyte,9,892.83,Performance,Physical Retailer
451279,Female,30,5.2,General health,4,2254,Whole foods,55.14,Electrolyte,7,565.76,Outerwear,Physical Retailer
921654,Other,21,,Flexibility,1,1831,Whole foods,39.05,Fresh juice,11,517.75,Performance,E-commerce Retailer
701661,Male,21,6.1,Fat loss,1,1726,Low carb,36.15,,9,608.44,Performance,Physical Retailer
747972,Male,25,,Build muscle,3,2964,High protein,61.87,Electrolyte,11,637.52,Performance,Physical Retailer
589570,Female,34,4.7,Build muscle,1,2847,Vegan,62.69,Electrolyte,8,582.16,Performance,Physical Retailer
556551,Female,31,5.2,General health,1,2032,Whole foods,54.61,Electrolyte,9,922.06,Yoga,Physical Retailer
373109,Male,22,9.1,Fat loss,4,1765,Low carb,39.42,Fresh juice,12,674.57,Performance,Physical Retailer
124538,Female,18,8,Build muscle,3,2585,High protein,50.88,Protein shakes,15,238.34,Accessories,Physical Retailer
994498,Female,28,5.7,Fat loss,1,1601,Low carb,30.62,Fresh juice,9,723.61,Footwear,Physical Retailer
301664,Female,29,6,Build muscle,4,2940,Low carb,53.77,Fresh juice,6,669.31,Leisure,E-commerce Retailer
591234,Female,30,7.2,Fat loss,4,1980,Whole foods,50.85,Protein shakes,10,398.31,Footwear,E-commerce Retailer
999684,Female,33,3.9,General health,1,2013,Whole foods,53.4,Electrolyte,9,294.05,Performance,Physical Retailer
239182,Male,25,7.8,Fat loss,5,1607,High protein,38.38,Electrolyte,9,840.88,Footwear,Physical Retailer
572525,Male,31,7.1,Endurance training,5,2164,Whole foods,64.76,Protein shakes,10,954.57,Outerwear,Physical Retailer
258338,Female,25,5.3,Build muscle,3,2960,Whole foods,,Protein shakes,14,102.51,Performance,Physical Retailer
284064,Female,32,5.8,General health,4,2402,Whole foods,59.08,Fresh juice,14,508.36,Yoga,E-commerce Retailer
314020,Male,31,4.5,Endurance training,1,2191,Whole foods,33.71,Protein shakes,10,843.76,Performance,Physical Retailer
723094,Female,21,7.4,Build muscle,4,2834,Whole foods,75.87,Fresh juice,13,504.79,Yoga,Physical Retailer
997421,Female,27,,Fat loss,1,1585,High protein,31.43,Protein shakes,6,501.88,Performance,Physical Retailer
715270,Male,31,4.2,Build muscle,1,2721,High protein,48.33,Protein shakes,9,808.28,Outerwear,Physical Retailer
745914,Female,39,5.3,General health,1,2223,Whole foods,52.27,Fresh juice,6,375.82,Performance,Brand Website
219176,Female,21,7.2,Fat loss,3,1600,High protein,32.33,Electrolyte,9,259.04,Footwear,Physical Retailer
318126,Female,28,5.5,Flexibility,2,1863,High protein,41,Protein shakes,17,810.51,,Brand Website
318969,Male,32,7,Build muscle,4,2559,Whole foods,55.38,Electrolyte,11,573.87,,E-commerce Retailer
222409,Male,33,3.1,General health,0,2281,Whole foods,48.41,Electrolyte,4,801.5,Accessories,E-commerce Retailer
647707,Female,25,4.3,Endurance training,2,2249,High protein,45.64,Protein shakes,9,777.32,Accessories,E-commerce Retailer
353618,Male,27,6.7,General health,5,2359,Whole foods,61.55,Protein shakes,11,753.35,Accessories,E-commerce Retailer
869598,Male,37,4.2,Build muscle,0,2616,Vegan,57.58,Protein shakes,7,860.38,Accessories,Physical Retailer
150015,Male,29,6.9,Fat loss,3,1726,Low carb,30.06,Fresh juice,14,900.42,Footwear,E-commerce Retailer
872838,Male,32,6.9,General health,4,2344,Whole foods,53.37,Electrolyte,16,783.18,Outerwear,Brand Website
222096,Male,18,9.1,Build muscle,5,2543,High protein,50.52,Protein shakes,16,513,Leisure,Brand Website
731347,Male,20,6.8,Build muscle,4,2975,High protein,60.19,Electrolyte,9,655.24,Performance,E-commerce Retailer
285340,Male,36,5.7,Fat loss,1,1664,High protein,41.94,,8,934.47,Footwear,Brand Website
210687,Male,18,8.7,Fat loss,3,,Low carb,27.53,,13,388.94,Footwear,E-commerce Retailer
974371,Female,23,7.2,Build muscle,3,2844,Low carb,51.58,Fresh juice,13,419.97,Performance,Physical Retailer
511357,Female,25,5.4,Build muscle,1,2791,Whole foods,60.45,Protein shakes,9,517.31,Yoga,E-commerce Retailer
835716,Male,33,4.5,Build muscle,0,2836,Whole foods,59.15,Electrolyte,8,997.43,Performance,Physical Retailer
205878,Female,21,5.8,General health,0,2085,Whole foods,56.39,,11,562.28,Performance,Physical Retailer
827270,Male,28,3.6,Endurance training,1,2203,,55.17,Electrolyte,8,490.79,Footwear,Brand Website
298286,Female,24,8.3,General health,5,2483,High protein,53.58,Electrolyte,12,294.05,Leisure,E-commerce Retailer
873290,Female,18,5.7,Flexibility,0,2023,High protein,45.58,Fresh juice,6,301.15,Yoga,Brand Website
874684,Other,31,7.4,Fat loss,4,,Whole foods,44.16,Electrolyte,12,215.72,Footwear,Physical Retailer
264899,Female,25,,Build muscle,6,2620,High protein,50.68,,10,501.69,Performance,Physical Retailer
424767,Female,32,5.8,Build muscle,2,2932,High protein,68.34,Protein shakes,9,474.59,Performance,Brand Website
961882,Female,21,5.7,Build muscle,1,2743,Vegan,56.82,Protein shakes,7,246.39,Performance,Physical Retailer
979858,Male,22,6.5,Flexibility,1,2163,Vegan,51.05,Electrolyte,10,677.11,Accessories,Brand Website
479989,Male,24,6.3,Fat loss,1,1651,Whole foods,,Fresh juice,9,943.31,Accessories,E-commerce Retailer
515515,Female,42,5.9,Build muscle,4,2687,High protein,43.84,Protein shakes,14,730.7,Performance,Physical Retailer
143585,Male,26,6.8,Build muscle,5,2894,,47.31,Protein shakes,9,665.93,Outerwear,Physical Retailer
471369,Female,30,6.7,Fat loss,2,1512,Low carb,27.41,Electrolyte,5,573.48,Accessories,Physical Retailer
164044,Male,25,3.6,Endurance training,1,2090,Whole foods,55.19,Protein shakes,14,576.46,Performance,Physical Retailer
542296,Male,32,6,Build muscle,4,,High protein,57.32,Protein shakes,13,821.96,Outerwear,Physical Retailer
209556,Male,29,6.5,Flexibility,4,2085,Vegan,50.43,Energy drinks,12,974.23,Footwear,E-commerce Retailer
626981,Male,33,5.5,Fat loss,1,1755,Whole foods,38.95,Electrolyte,10,772.27,Outerwear,Brand Website
981691,Female,20,,Build muscle,4,2955,Whole foods,80.41,Protein shakes,9,432.33,Performance,Brand Website
867595,Male,22,,General health,1,2247,Low carb,37.37,Fresh juice,10,925.99,Performance,Physical Retailer
300235,Male,34,6.7,Build muscle,4,2775,High protein,56.37,Protein shakes,11,1052.86,Leisure,Physical Retailer
125939,Male,31,4,Flexibility,1,1570,Vegan,33.76,Electrolyte,6,703.06,Yoga,Physical Retailer
252906,Male,32,5.6,Flexibility,5,2089,Whole foods,50.61,Fresh juice,9,728.22,Accessories,Physical Retailer
642335,Female,25,5.5,General health,4,1929,Whole foods,,,12,378.65,Outerwear,E-commerce Retailer
388249,Male,32,4.8,General health,1,1842,Low carb,30.71,Fresh juice,10,1043.28,Performance,Brand Website
175766,Female,24,8.6,Build muscle,5,2507,Whole foods,56.54,Electrolyte,14,447.31,Performance,Physical Retailer
508923,Female,28,4.3,Flexibility,1,1512,Vegan,33.02,Fresh juice,7,676.69,Performance,Physical Retailer
515192,Female,31,6.4,Fat loss,1,1712,High protein,33.94,Electrolyte,8,401.78,Performance,Physical Retailer
668550,Female,20,6.5,General health,3,2422,High protein,65.68,Protein shakes,13,865.96,Leisure,E-commerce Retailer
487261,Female,21,6.5,Flexibility,4,2034,Vegan,48.25,Fresh juice,6,264.88,Yoga,Physical Retailer
910208,Other,38,5.9,Flexibility,4,1801,Vegan,37.79,Fresh juice,10,924.59,Yoga,E-commerce Retailer
785440,Male,31,,General health,0,2326,High protein,39.71,Fresh juice,9,949.16,Performance,Physical Retailer
752664,Male,28,6.4,Build muscle,2,2629,Vegan,46.98,Fresh juice,10,879.21,Performance,Brand Website
554589,Male,24,4.7,Flexibility,0,2072,Vegan,39.04,Electrolyte,9,684.73,Yoga,Brand Website
237848,Male,25,5.1,Endurance training,4,2114,Whole foods,52.22,Fresh juice,9,807.36,Performance,Physical Retailer
717075,Female,25,4.5,Flexibility,1,1959,Vegan,48.94,Electrolyte,9,504.92,Outerwear,Physical Retailer
227948,Female,25,7.1,Endurance training,6,2319,High protein,53.03,Electrolyte,12,432.83,Accessories,Brand Website
679304,Male,26,6.2,Build muscle,4,2807,High protein,56.63,Protein shakes,10,760.66,,Physical Retailer
502690,Male,22,7.5,Build muscle,1,2919,High protein,56.93,Protein shakes,11,734.64,Performance,Physical Retailer
599046,Male,25,7.8,Fat loss,5,1950,Low carb,39.76,Protein shakes,14,795.07,Yoga,Brand Website
551269,Female,23,5.9,General health,1,2124,High protein,40.36,Protein shakes,8,214.89,Yoga,Physical Retailer
121959,Female,29,6.2,Build muscle,3,2566,Low carb,55.89,Fresh juice,10,898.74,Performance,E-commerce Retailer
760890,Male,35,6.7,Fat loss,1,1748,High protein,35.88,Electrolyte,8,888.66,Leisure,Physical Retailer
850216,Female,26,6.4,Build muscle,4,2674,Vegan,,Protein shakes,8,446.71,Performance,E-commerce Retailer
890180,Female,21,5.7,General health,1,2313,Whole foods,45.52,Fresh juice,12,413.38,Accessories,Physical Retailer
328576,Male,25,5.8,Fat loss,1,1671,High protein,33.74,Electrolyte,9,860.11,Performance,Physical Retailer
637833,Female,21,6.6,Build muscle,1,,High protein,,Protein shakes,9,550.62,Performance,Physical Retailer
265838,Female,28,5.5,Build muscle,3,2947,High protein,52.11,Protein shakes,6,214.8,Performance,Physical Retailer
435674,Male,25,3.7,Build muscle,0,2964,Low carb,48.11,Protein shakes,9,777.77,Performance,Physical Retailer
979989,Male,32,6,Fat loss,1,1833,High protein,41.76,Protein shakes,8,875.79,Footwear,Physical Retailer
161087,Male,33,6.7,Build muscle,4,2783,Low carb,43.9,Electrolyte,12,744.95,Performance,Physical Retailer
693128,Male,31,6.5,Build muscle,4,2974,Low carb,59.56,Energy drinks,12,741.44,Outerwear,Brand Website
218451,Female,20,6.5,Flexibility,1,1553,Whole foods,37.48,Electrolyte,13,399.8,Yoga,E-commerce Retailer
547600,Female,20,5.6,General health,1,2257,Whole foods,53.32,Protein shakes,10,806.64,Performance,Physical Retailer
937437,Male,19,8.2,Fat loss,3,1566,Low carb,26.78,Electrolyte,14,685.91,Performance,Physical Retailer
539792,Male,33,3.7,Flexibility,1,1919,Vegan,42.27,Fresh juice,7,885.64,Performance,Physical Retailer
139353,Male,24,7.1,Build muscle,1,2601,Whole foods,76.5,Protein shakes,13,817.75,Performance,E-commerce Retailer
293075,Male,36,5.3,Endurance training,3,2119,Whole foods,55.82,Fresh juice,6,858.73,,Physical Retailer
314283,Female,35,,Endurance training,1,2190,Low carb,35.65,Protein shakes,9,507.45,Outerwear,Physical Retailer
414877,Male,24,8.3,Fat loss,5,,Whole foods,55.25,Protein shakes,10,978.45,Footwear,E-commerce Retailer
165318,Male,27,4.7,Build muscle,0,2969,High protein,55.62,Fresh juice,11,851.84,Performance,E-commerce Retailer
865313,Male,19,5.8,Fat loss,1,1803,Whole foods,52.08,Protein shakes,10,790.69,Footwear,Brand Website
582690,Female,30,8.5,Fat loss,4,1922,Whole foods,54.08,Protein shakes,14,431.34,Yoga,Brand Website
516880,Male,35,5,General health,3,2358,High protein,31.73,Fresh juice,13,834.99,Leisure,E-commerce Retailer
691460,Female,22,5.4,Build muscle,1,2721,Whole foods,60.52,,10,639.54,Accessories,E-commerce Retailer
